rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeO*n,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
Basaltic andesite,-122.4152,45.742,53.65,1.63,16.16,11.23,0.22,4.32,8.86,3.34,0.44,0.15
Basaltic andesite,-122.4075,45.7437,53.86,1.47,18.16,9.33,0.2,3.62,9.17,3.54,0.49,0.15
Basaltic andesite,-122.3965,45.6785,54.22,1.84,15.96,11.02,0.23,3.96,8.56,3.7,0.32,0.2
Basaltic andesite,-122.377,45.7462,52.77,1.7,15.39,12.8,0.23,4.63,8.44,3.41,0.46,0.16
Basaltic andesite,-122.3997,45.7158,52.14,1.82,15.8,12.09,0.24,4.77,9.33,3.4,0.26,0.16
Basaltic andesite,-122.4127,45.6807,52.64,1.69,16.43,11.84,0.2,4.39,8.84,3.39,0.41,0.16
Basalt,-122.4022,45.6778,51.64,1.95,15.69,12.62,0.21,4.84,9.08,3.31,0.48,0.19
Quartz diorite,-122.115,46.3383,55.8,1.13,18.43,6.98,0.11,4.4,8.09,3.89,0.88,0.29
Quartz diorite,-122.1317,46.3356,56.58,0.94,18,7.19,0.13,4.53,8.13,3.29,1.03,0.19
Quartz diorite,-122.0969,46.4106,56.99,0.94,18.48,8.02,0.15,3.58,7.33,3.58,0.7,0.21
Quartz diorite,-122.0825,46.335,56.79,0.98,17.49,6.26,0.11,3.82,9.45,3.82,1.11,0.18
Granodiorite,-122.1067,46.3578,59.09,1.1,17.36,6.72,0.14,3.44,6.48,3.9,1.57,0.2
Quartz monzodiorite,-122.1108,46.3647,58.85,1.09,17.27,6.71,0.1,3.45,6.96,3.91,1.46,0.19
Quartz diorite,-122.1186,46.4208,59.64,0.99,17.17,6.62,0.16,3.19,6.75,3.98,1.31,0.19
Granodiorite,-122.2128,46.3217,59.74,1.05,17.3,6.25,0.11,3.37,6.49,3.94,1.58,0.18
Quartz monzodiorite,-122.1878,46.3133,59.91,1.11,16.84,6.27,0.12,3.13,6.35,3.93,2.12,0.21
Granodiorite,-122.0611,46.3539,59.87,1.06,16.58,6.46,0.12,3.72,6.64,3.76,1.59,0.19
Quartz monzodiorite,-122.1031,46.3417,61.24,0.99,16.64,5.98,0.14,3.27,5.82,3.98,1.74,0.2
Quartz monzodiorite,-122.1339,46.4011,60.93,0.8,17.21,5.91,0.09,3.04,6.28,4.05,1.52,0.18
Quartz monzodiorite,-122.0622,46.3811,60.94,0.87,16.72,5.67,0.08,3.42,6.45,3.83,1.81,0.21
Quartz monzodiorite,-122.1464,46.3669,61.35,0.93,17.05,5.43,0.1,2.93,5.75,4.34,1.92,0.2
Quartz monzodiorite,-122.1153,46.4036,62.5,0.8,16.67,5.84,0.09,2.97,5.32,3.99,1.64,0.19
Granodiorite,-122.2008,46.3117,61.87,0.93,16.61,5.57,0.07,2.94,5.87,3.65,2.33,0.17
Granodiorite,-122.2028,46.3506,61.82,0.98,16.47,5.89,0.11,2.82,5.62,3.92,2.19,0.18
Granodiorite,-122.0711,46.385,61.59,1.08,15.73,6.17,0.07,3.32,5.67,4.37,1.8,0.2
Granodiorite,-122.1439,46.3358,62.55,0.88,16.71,5.4,0.1,2.85,5.7,3.87,1.73,0.2
Granodiorite,-122.1606,46.3889,61.74,1,16.29,5.61,0.09,3.02,6.03,3.82,2.21,0.19
Granodiorite,-122.2017,46.3486,61.61,0.94,16.59,5.67,0.1,3.01,5.91,4.07,1.95,0.16
Tonalite,-122.1031,46.3417,62.75,0.88,16.68,5.56,0.09,2.75,5.49,4.17,1.42,0.19
Granodiorite,-122.1147,46.3997,63.12,0.9,16.52,5.34,0.08,2.75,5.4,3.98,1.73,0.17
Quartz monzodiorite,-122.1128,46.3403,63.03,0.81,16.62,4.99,0.07,2.63,5.37,4.26,2.03,0.19
Granodiorite,-122.1464,46.3722,63.14,0.75,17,4.39,0.08,2.63,5.77,4.15,1.92,0.17
Granodiorite,-122.1042,46.3556,63.7,0.85,16.61,4.42,0.12,2.75,5.61,3.97,1.83,0.13
Granodiorite,-122.1792,46.3706,63.3,0.96,15.6,5.74,0.15,2.41,5.17,3.94,2.57,0.16
Granodiorite,-122.0706,46.3314,63.18,0.92,16.15,5.69,0.07,2.72,5.15,3.84,2.12,0.17
Granodiorite,-122.1317,46.3633,63.27,0.86,16.55,4.99,0.12,2.62,5.45,4.14,1.82,0.19
Granodiorite,-122.1878,46.3603,63.57,0.89,16.45,4.92,0.08,2.42,5.25,3.83,2.42,0.17
Granodiorite,-122.1183,46.3675,63.53,0.89,16.08,5.29,0.08,2.58,5.24,3.97,2.17,0.16
Granodiorite,-122.1439,46.3625,63.59,0.85,16.58,4.55,0.08,2.71,5.53,4.22,1.71,0.18
Granodiorite,-122.1653,46.3708,64.26,0.76,16.19,4.73,0.1,2.41,5.13,4.02,2.21,0.17
Granodiorite,-122.1656,46.3206,64.52,0.86,16.03,4.71,0.12,2.42,4.74,4.23,2.22,0.15
Granodiorite,-122.165,46.3242,65.05,0.78,15.78,4.91,0.1,2.39,4.67,3.77,2.4,0.14
Granite?,-122.0478,46.3881,65.71,0.75,15.95,4.79,0.03,1.83,4.16,4.06,2.54,0.17
Granite,-122.1097,46.3767,66.45,0.69,15.58,4.31,0.09,1.82,4.18,4.17,2.61,0.11
Granodiorite,-122.1206,46.3439,67.01,0.6,15.89,3.71,0.08,2.02,4.15,4.25,2.13,0.15
Granodiorite,-122.1303,46.3133,68.72,0.63,14.8,3.71,0.07,1.48,3.41,3.67,3.42,0.11
Granite,-122.1433,46.3356,69.05,0.61,15.14,3.1,0.06,1.72,3.43,3.94,2.83,0.12
Granite,-122.06,46.3389,70.24,0.54,14.99,3.17,0.05,1.33,2.85,3.67,3.06,0.1
Granite,-122.1314,46.3461,70.12,0.46,14.49,2.59,0.06,1.51,2.41,4.12,4.12,0.11
Granite,-122.0533,46.3714,70.18,0.5,14.22,3.15,0.08,1.51,2.53,3.93,3.83,0.08
Granite,-122.1281,46.3181,71.56,0.54,14.45,2.59,0.04,1.11,2.12,3.44,4.04,0.1
Granite,-122.1114,46.3825,71.69,0.48,13.91,3.02,0.08,0.94,2.25,3.13,4.43,0.08
Granite,-122.0589,46.4092,72.32,0.42,14.5,2.43,0.07,0.84,1.22,3.96,4.16,0.08
Granite,-122.1319,46.315,72.71,0.39,14.26,2.44,0.05,0.8,1.93,3.26,4.07,0.08
Granite,-122.185,46.3586,72.99,0.39,13.83,2.4,0.03,0.67,2,3.2,4.42,0.06
Granite,-122.1044,46.3219,75.22,0.31,13.45,1.48,0.04,0.47,1.53,3.06,4.38,0.06
Granite,-122.0783,46.3903,75.89,0.33,13.22,1.88,0.04,0.21,0.29,3.84,4.24,0.05
Aplite,-122.1508,46.3742,76.54,0.17,12.97,0.79,0.03,0.15,0.56,3.32,5.43,0.03
Basalt,-122.4928,46.165,50.9,2.26,17.52,10.92,0.21,3.44,9.65,3.44,1.14,0.53
Basalt,-122.4297,46.1831,51.9,1.64,16.1,10.34,0.18,5.51,10.36,3.29,0.44,0.24
Basaltic andesite,-122.4019,46.1686,52.41,1.27,18.16,8.81,0.21,5.53,9.83,3.03,0.56,0.19
Basaltic andesite,-122.4017,46.1531,53.24,1.14,16.67,8.34,0.15,7.48,9.31,3.15,0.33,0.19
Basaltic andesite,-122.4142,46.19,52.74,1.35,18.16,9.18,0.2,4.87,9.45,3.22,0.62,0.21
Basaltic andesite,-122.4056,46.1486,54.17,1.43,17.75,8.11,0.13,5.03,8.56,3.7,0.85,0.28
Basaltic andesite,-122.4217,46.1844,54.75,1.63,16.68,9.39,0.15,4.2,8.6,3.77,0.5,0.34
Basaltic andesite,-122.4969,46.1775,54.99,1.36,17.38,8.16,0.16,4.3,8.65,3.53,1.14,0.34
Basaltic andesite,-122.4786,46.1667,56.76,1.51,17.52,7.74,0.14,3.18,7.3,4.01,1.5,0.36
Andesite,-122.3939,46.1475,57.48,1.89,16.26,9.04,0.16,2.9,5.95,4.47,1.41,0.42
Andesite,-122.4122,46.1739,58.59,1.08,17.06,6.8,0.12,4.18,6.99,3.68,1.24,0.26
Dacite,-122.3803,46.2022,66.88,0.75,15.12,5.22,0.12,1.23,3.7,4.92,1.83,0.22
Basalt,-122.5247,46.0533,51.56,1.02,17.01,9.69,0.18,5.98,11.38,2.69,0.34,0.15
Basaltic andesite,-122.5591,46.1219,52.24,1.14,16.45,9.25,0.16,6.4,10.9,2.87,0.39,0.19
Basalt,-122.5372,46.0608,51.93,1,16.84,9.56,0.14,6.17,11.33,2.6,0.29,0.14
Basalt,-122.5119,46.0464,51.87,1.03,17.02,9.54,0.17,5.76,11.41,2.7,0.36,0.14
Basalt,-122.5364,46.0648,51.76,1.03,16.37,9.52,0.17,6.39,11.49,2.77,0.37,0.15
Basaltic andesite,-122.5203,46.098,52.85,1.24,17.65,8.79,0.19,5.76,9.57,3.01,0.71,0.23
Basaltic andesite,-122.5547,46.1225,52.39,1.13,16.44,9.29,0.16,6.07,11.13,2.83,0.38,0.17
Basaltic andesite,-122.5867,46.0611,52.14,1.47,17.48,9.14,0.15,5.83,9.7,3.32,0.38,0.39
Basaltic andesite,-122.5294,46.0747,52.5,1.31,17.57,9.38,0.17,4.82,10.32,3.2,0.51,0.21
Basaltic andesite,-122.5358,46.0622,53.15,1.35,16.17,10.67,0.18,5.11,9.68,3.15,0.34,0.21
Basaltic andesite,-122.5256,46.0483,52.83,1.14,16.25,9.76,0.17,5.85,10.63,2.91,0.31,0.15
Basaltic andesite,-122.5078,46.0939,53.09,2.09,15.65,11.42,0.18,4.42,8.64,3.24,0.94,0.32
Basaltic andesite,-122.5522,46.1144,53.65,1.11,18.16,8.52,0.16,4.3,10.36,3.03,0.51,0.21
Basaltic andesite,-122.5177,46.1131,55.68,1.9,15.79,10.19,0.18,3.76,8.32,3.49,0.37,0.31
Basaltic andesite,-122.5221,46.1174,55.53,1.87,16,10.03,0.18,3.67,8.26,3.64,0.52,0.3
Diorite,-122.5219,46.0869,54.68,1.11,16.84,8.06,0.14,6.19,8.75,3.21,0.79,0.23
Basaltic andesite,-122.5172,46.0881,55.33,1.2,18.24,7.81,0.12,4.01,8.9,3.4,0.77,0.23
Basaltic andesite,-122.5022,46.0975,55.43,1.2,18.65,7.64,0.15,3.66,8.83,3.51,0.71,0.22
Andesite,-122.615,46.1199,57.04,1.76,16.3,8.73,0.17,3.33,7.24,4.17,0.71,0.55
Andesite,-122.5639,46.1025,57.41,1.34,16.82,7.86,0.13,4.35,7.12,3.63,0.87,0.46
Basaltic andesite,-122.5472,46.0664,56.52,0.98,18.6,6.71,0.18,4.35,8.04,3.72,0.69,0.21
Andesite,-122.5381,46.0756,57.26,0.98,18.44,6.77,0.1,4.13,7.61,3.77,0.72,0.23
Andesite,-122.5566,46.094,57.75,1.38,17.44,7.48,0.13,3.31,6.79,4.22,1.01,0.49
Andesite,-122.5486,46.1025,57.89,1.3,16.61,7.53,0.14,4.31,6.87,3.95,0.94,0.44
Andesite,-122.5878,46.0733,58.37,1.04,17.78,6.73,0.11,3.83,6.92,3.9,1.08,0.25
Andesite,-122.5497,46.0736,58.29,1.01,17.67,6.66,0.12,4.14,7.18,3.84,0.88,0.2
Andesite,-122.5569,46.0575,58.8,0.95,20.04,5.16,0.09,1.91,7.23,4.5,1.02,0.3
Andesite,-122.5656,46.0653,58.64,0.92,18.15,6.21,0.1,3.72,7,4.03,1.03,0.2
Andesite,-122.5547,46.0675,58.85,1.06,17.88,6.36,0.11,3.65,7.23,3.71,0.89,0.26
Andesite,-122.5628,46.0758,58.77,1.03,18.44,5.86,0.1,3.19,7.02,4.24,1.12,0.24
Andesite,-122.5447,46.0831,59.62,0.99,17.6,6.16,0.13,3.42,6.64,4.14,1.05,0.24
Andesite,-122.59,46.0914,60.68,0.87,17.84,5.51,0.09,3.1,6.36,4.17,1.16,0.23
Andesite,-122.5714,46.0822,60.75,0.97,17.21,5.74,0.09,3.25,6.29,4.15,1.28,0.26
Andesite,-122.5558,46.0792,60.75,0.97,16.74,6.15,0.1,3.44,6.19,4.08,1.27,0.31
Andesite,-122.5839,46.0728,62.15,0.91,17.19,5.27,0.08,2.71,5.81,4.25,1.42,0.21
Andesite,-122.5574,46.0905,58.63,1,18.36,6.23,0.11,3.4,6.94,4.04,1.07,0.22
Andesite,-122.6137,46.0038,60.07,1.71,15.36,8.26,0.16,2.64,5.86,4.53,1.09,0.32
Andesite,-122.6076,46.0181,60.24,1.64,15.43,8.29,0.17,2.61,5.75,4.47,1.02,0.37
Andesite,-122.6084,46.0217,57.25,1.9,15.93,8.89,0.2,3.27,6.89,4.17,1.1,0.4
Basaltic andesite,-122.6186,46.0071,55.88,1.78,16.23,9.66,0.17,3.75,7.97,3.79,0.45,0.32
Basaltic andesite,-122.5131,46.014,56.04,1.58,16.55,8.87,0.16,3.99,7.95,3.98,0.58,0.31
Andesite,-122.5015,46.0123,57.4,2.03,16.17,8.84,0.16,3.1,6.43,4.55,0.98,0.34
Andesite,-122.507,46.014,58.26,1.42,16.58,8.26,0.14,2.98,7.05,4.32,0.67,0.32
Andesite,-122.6612,46.2246,57.28,2.15,15.53,9.35,0.2,3.25,5.91,4.65,1.14,0.53
Basaltic andesite,-122.6936,46.2256,55.09,1.53,18.09,7.68,0.15,3.8,8.84,3.79,0.71,0.3
Basaltic andesite,-122.6667,46.2286,53.05,1.95,16.8,10.45,0.17,4.1,8.76,3.79,0.67,0.25
Basaltic andesite,-122.6522,46.2353,53.03,1.96,16.04,10.77,0.18,4.45,8.74,3.74,0.65,0.43
Basalt,-122.6311,46.1431,51.48,1.66,18.66,9.01,0.15,4.34,10.87,3,0.52,0.3
Basaltic andesite,-122.6883,46.1486,55.55,1.37,17.96,8.29,0.14,3.54,8.9,3.38,0.6,0.27
Andesite,-122.5056,46.1583,62.95,0.85,17.06,5.32,0.08,2.71,5.83,3.9,1.1,0.22
Basaltic andesite,-122.6919,46.1508,56.27,1.64,16.11,9.39,0.15,3.75,7.74,4.1,0.5,0.35
Basaltic andesite,-122.6625,46.1481,53.84,1.29,17.07,8.38,0.14,5.61,9.51,3.11,0.79,0.27
Basaltic andesite,-122.6972,46.1506,56.35,1.72,15.6,10.17,0.16,3.63,7.83,3.53,0.7,0.3
Dacite,-122.7031,46.1611,64.65,0.97,16.5,5.34,0.1,1.82,4.32,4.26,1.68,0.34
Andesite,-122.6725,46.1311,62.78,1.23,16.03,6.17,0.12,2.3,5.27,4.15,1.62,0.32
Basaltic andesite,-122.6917,46.14,55.28,1.47,16.77,9.12,0.16,4.36,8.8,3.34,0.41,0.29
Basaltic andesite,-122.7422,46.1508,53.92,1.28,18.79,8.41,0.15,3.65,9.52,3.5,0.57,0.21
Basaltic andesite,-122.7369,46.1631,52.82,2.34,15.55,11.68,0.22,4.05,8.34,3.75,0.88,0.39
Basaltic andesite,-122.7314,46.1669,53.17,2.02,15.78,10.8,0.17,4.56,8.53,3.85,0.77,0.35
Basaltic andesite,-122.6753,46.1608,54.02,2.15,16.15,10.83,0.2,4.13,7.53,3.69,0.97,0.33
Basaltic andesite,-122.6622,46.2408,52.96,1.92,16.06,11.16,0.19,4.35,8.68,3.69,0.57,0.42
Andesite,-122.6786,46.2336,61.17,1.54,15.8,7.38,0.16,2.23,4.47,5.25,1.39,0.6
Basaltic andesite,-122.7509,46.1696,54.17,2.16,16.04,10.25,0.2,4.06,7.92,4.05,0.73,0.42
Basaltic andesite,-122.7076,46.2339,53.84,2.05,16.31,10.58,0.19,4.19,7.9,3.94,0.72,0.28
Dacite,-122.7171,46.2262,67.4,0.81,15.44,4.71,0.12,0.98,2.39,5.99,1.91,0.25
Basaltic andesite,-122.7295,46.218,55.47,2.12,15.87,9.53,0.23,3.65,7.4,4.43,0.88,0.43
Andesite,-122.7421,46.2001,57.58,1.14,17.51,6.82,0.14,4.07,7.64,3.86,0.99,0.25
Basaltic andesite,-122.6907,46.2127,52.23,1.89,16.25,10.89,0.21,4.69,9.15,3.7,0.68,0.31
Andesite,-122.6844,46.2161,57.83,1.93,16.44,8.15,0.2,2.99,6.4,4.56,1.04,0.46
Basalt,-122.6717,46.2148,51.49,1.4,17.21,8.68,0.14,6.58,10.65,3.07,0.48,0.29
Basaltic andesite,-122.6612,46.1869,53.91,1.49,17.21,8.25,0.16,5.28,8.94,3.59,0.82,0.34
Basaltic andesite,-122.6574,46.1867,56.88,1.94,16.15,9.01,0.14,3.25,6.51,4.44,1.23,0.46
Andesite,-122.6722,46.186,61.42,1.41,15.83,7.27,0.17,2.27,5.07,4.37,1.6,0.58
Basaltic andesite,-122.6804,46.1921,55.19,1.57,16.58,9,0.14,4.41,8.69,3.52,0.57,0.33
Andesite,-122.6627,46.182,57.48,1.31,19.14,6.3,0.13,2.6,7.27,4.45,1,0.33
Basaltic andesite,-122.7143,46.2201,52.13,1.9,16.3,10.93,0.17,4.72,9.1,3.75,0.69,0.31
Basaltic andesite,-122.7261,46.2027,53.2,1.91,16.38,10.47,0.17,4.32,8.69,3.84,0.7,0.3
Basaltic andesite,-122.6829,46.1842,56.76,1.85,16.43,8.68,0.16,3.17,6.68,4.61,1.22,0.44
Dacite,-122.6793,46.1745,63.66,1.24,15.96,5.98,0.14,1.75,3.85,5.01,1.96,0.46
Basaltic andesite,-122.6567,46.1758,53.47,1.44,19.14,7.97,0.17,4.14,9.07,3.58,0.7,0.32
Andesite,-122.6347,46.1698,62.69,0.81,16.86,5.25,0.09,3.1,5.92,3.99,1.09,0.21
Basalt,-122.6343,46.174,50.24,1.77,17.73,10.52,0.17,6.38,8.55,3.76,0.48,0.4
Basaltic andesite,-122.6974,46.1753,53.99,1.47,17.92,8.25,0.16,4.97,8.69,3.53,0.73,0.3
Basaltic andesite,-122.7016,46.1796,57.13,1.86,16.53,8.46,0.17,3.25,6.52,4.46,1.18,0.45
Andesite,-122.7018,46.1725,60.57,1.38,16.32,7.13,0.11,2.76,5.46,4.36,1.55,0.37
Basaltic andesite,-122.7487,46.2189,54.16,1.49,18.5,8.31,0.14,4.01,8.5,3.7,0.91,0.26
Basaltic andesite,-122.7371,46.1929,56.45,1.95,17,8.08,0.21,3.53,7.42,4.2,0.8,0.35
Basaltic andesite,-122.6873,46.2047,54.29,1.38,18.93,8.37,0.17,3.21,9.21,3.46,0.69,0.28
Basaltic andesite,-122.6958,46.2084,56.54,1.62,16.95,8.68,0.14,3.46,7.25,4.11,0.92,0.32
Basaltic andesite,-122.7421,46.1814,52.77,1.76,16.84,10.23,0.21,4.22,9.22,3.78,0.68,0.29
Basaltic andesite,-122.7481,46.1809,54.27,2.16,16.28,10.03,0.19,3.74,7.65,4.32,0.93,0.43
Dacite,-122.7461,46.1443,65.46,1.15,15.56,5.2,0.11,1.57,3.78,5.16,1.64,0.39
Basaltic andesite,-122.6713,46.2266,52.51,1.85,17.27,10.02,0.15,4.4,9.19,3.68,0.64,0.3
Basaltic andesite,-122.8002,46.0058,52.9,1.08,18.38,8.14,0.14,6.12,9.65,2.95,0.41,0.23
Basaltic andesite,-122.8738,46.0098,54.4,1.17,17.22,8.45,0.15,4.96,9.61,3.2,0.61,0.2
Basaltic andesite,-122.8176,46.0019,54.71,1.53,16.5,9.19,0.16,4.73,9.11,3.48,0.35,0.24
Basaltic andesite,-122.7832,46.0019,55.52,1.4,17.1,9.12,0.28,3.44,8.63,3.66,0.66,0.2
Dacite,-122.7551,46.1331,69.98,0.73,16.24,2.25,0.06,0.24,2.64,5.71,1.88,0.26
Basaltic andesite,-122.8322,46.2437,55.93,1.18,16.84,7.64,0.14,5.47,8.63,3.1,0.8,0.27
Basaltic andesite,-122.8318,46.2473,54.51,1.86,16.48,10.23,0.16,3.78,8.08,3.82,0.8,0.29
Basaltic andesite,-122.8455,46.2371,53.49,1.94,16.17,10.34,0.18,4.63,8.45,3.67,0.77,0.38
Basaltic andesite,-122.8527,46.2459,54.54,1.4,18.14,8.13,0.15,4.34,8.58,3.68,0.7,0.34
Basaltic andesite,-122.8668,46.2462,56.95,2.11,16.26,8.92,0.21,2.85,6.36,4.66,1.1,0.59
Basaltic andesite,-122.8677,46.2406,56.92,2.2,16.11,8.84,0.19,3.25,6.18,4.68,1.11,0.54
Basaltic andesite,-122.8637,46.2347,54.39,1.37,18.73,8.12,0.29,3.41,9.21,3.59,0.65,0.24
Basaltic andesite,-122.7843,46.2413,52.14,1.8,16.34,10.65,0.19,5.06,9.49,3.43,0.63,0.28
Basalt,-122.8662,46.2442,51.1,1.56,17.67,9.1,0.15,6.06,10.98,2.79,0.3,0.29
Basaltic andesite,-122.7844,46.2447,56.1,2.04,15.99,9.48,0.16,3.67,6.91,4.22,1.02,0.41
Basaltic andesite,-122.8143,46.2392,56.2,2.02,15.93,9.72,0.18,3.36,6.89,4.22,1.05,0.42
Basaltic andesite,-122.875,46.2342,56.74,2.1,16.28,9.33,0.2,2.7,6.22,4.64,1.18,0.6
Basaltic andesite,-122.8747,46.1061,52.97,1.56,17.04,9,0.16,6.03,9.38,3.17,0.35,0.33
Basalt scoria,-122.9031,46.1745,49.6,1.52,14.74,11.56,0.22,10.47,8.08,3.27,0.22,0.32
Basalt,-122.4514,46.0003,51.4,1.5,17.34,9.26,0.14,6.66,9.82,3.16,0.5,0.23
Basalt,-122.3903,46.0214,51.3,1.09,19.05,8.46,0.1,4.61,12.29,2.66,0.31,0.13
Basaltic andesite,-122.4836,46.1006,52.25,1.08,17.86,8.74,0.15,6.5,9.98,2.81,0.42,0.2
Basaltic andesite,-122.4747,46.0728,52.56,1.02,18.03,8.3,0.14,6.39,9.98,3.03,0.39,0.15
Basaltic andesite,-122.4081,46.0219,52.02,1.61,18.81,8.92,0.15,3.85,10.23,3.49,0.61,0.32
Basaltic andesite,-122.4567,46.0067,52.3,1.94,16.38,9.77,0.16,6.22,9.08,3.2,0.45,0.49
Basaltic andesite,-122.4283,46.0381,52.36,1.16,16.71,9.03,0.15,6.2,11,2.76,0.43,0.2
Basaltic andesite,-122.4856,46.0467,52.77,1.45,15.61,11.18,0.2,5.39,9.6,3.17,0.45,0.18
Basaltic andesite,-122.4108,46.015,52.43,1.67,18.53,8.9,0.18,3.66,10.18,3.53,0.62,0.3
Basalt,-122.3964,46.0292,51.91,1.09,17.74,8.5,0.15,5.88,11.19,2.94,0.44,0.16
Basaltic andesite,-122.4472,46.0592,53.09,1.66,17.77,8.92,0.15,4.45,9.57,3.42,0.71,0.26
Basaltic andesite,-122.4717,46.0231,52.31,1.91,16.42,9.7,0.15,6.1,8.96,3.48,0.51,0.46
Basaltic andesite,-122.4572,46.0467,53.28,1.32,16.64,9.93,0.22,5.29,9.48,3.21,0.47,0.16
Basaltic andesite,-122.8333,46.1178,53.23,1.12,17.44,8.59,0.14,6.06,9.59,3,0.64,0.19
Basaltic andesite,-122.4181,45.9997,53.59,1.97,16.19,10.33,0.18,3.86,8.83,3.9,0.74,0.39
Basaltic andesite,-122.4072,46.0417,53.37,1.41,16.02,10.75,0.19,4.93,9.22,3.42,0.51,0.18
Basaltic andesite,-122.415,46.0267,53.7,2.1,16.22,10.45,0.17,4,8.14,4.07,0.78,0.37
Basaltic andesite,-122.3756,46.0372,54.34,1.48,15.44,10.65,0.21,4.98,8.52,3.4,0.74,0.24
Basaltic andesite,-122.4947,46.1022,54.65,2.01,16.53,10.7,0.15,3.56,7.36,3.75,0.98,0.3
Basaltic andesite,-122.4717,46.0231,53.73,2.15,15.77,11.01,0.19,4,8.24,4.1,0.44,0.36
Basaltic andesite,-122.4847,46.0669,54.36,1.35,17.27,8.63,0.14,5.06,8.72,3.31,0.93,0.24
Basaltic andesite,-122.4808,46.0514,54.42,1.53,15.62,10.84,0.19,4.53,8.38,3.66,0.6,0.21
Basaltic andesite,-122.4347,46.0006,53.15,1.59,19.23,8.27,0.14,3.45,9.54,3.68,0.68,0.26
Andesite,-122.5008,46.0258,57.06,2.04,16.23,8.83,0.15,3.38,6.55,4.43,1,0.33
Basaltic andesite,-122.4984,46.0207,57,1.63,16.23,8.47,0.15,3.67,7.58,4.09,0.83,0.35
Basalt,-122.3731,46.0062,51.37,0.98,16.81,9.61,0.16,5.95,11.72,2.9,0.37,0.13
Quartz diorite,-122.3353,46.0806,53.72,1.32,18.35,9.47,0.18,4.05,8.67,3.4,0.54,0.31
Basaltic andesite,-122.2781,46.0239,53.99,1.27,20.61,7.63,0.17,2.68,8.93,3.74,0.68,0.3
Diorite,-122.2697,46.0056,54.95,1.2,19.45,8.18,0.15,2.68,8.58,3.86,0.74,0.21
Diorite,-122.3164,46.0675,54.97,1.32,17.91,9.4,0.18,3.61,7.47,4.08,0.75,0.29
Basaltic andesite,-122.2892,46.1119,54.95,1.23,18.21,8.15,0.19,4.05,8.44,3.6,0.94,0.23
Basaltic andesite,-122.2761,46.1053,54.98,1.31,20.33,6.93,0.14,2.53,8.68,3.97,0.8,0.33
Quartz diorite,-122.3358,46.0844,58.62,0.82,17.76,8.56,0.23,2.24,5.95,4.58,0.72,0.51
Andesite,-122.2836,46.0881,58.23,1.23,16.9,7.42,0.14,3.54,7.02,3.78,1.47,0.26
Andesite,-122.2733,46.1047,58.26,1.16,16.99,7.17,0.12,3.72,7.33,3.6,1.4,0.24
Andesite,-122.2528,46.1047,59.02,1.14,16.54,7.07,0.12,3.7,6.72,3.74,1.7,0.26
Andesite,-122.2664,46.1211,59.35,1.12,16.61,6.92,0.13,3.59,6.61,3.74,1.68,0.26
Andesite,-122.2722,46.0819,62.53,0.78,17.1,5.43,0.11,2.64,6.13,3.94,1.13,0.21
Basaltic andesite,-122.3719,46.0528,53.02,1.63,18.18,8.76,0.18,4.35,9.58,3.48,0.53,0.28
Basaltic andesite,-122.5742,46.1658,53.07,1.41,15.73,10.93,0.2,5.27,9.58,3.09,0.52,0.21
Basaltic andesite,-122.5592,46.1314,52.27,1.15,16.5,9.32,0.15,6.22,10.97,2.84,0.39,0.18
Basaltic andesite,-122.5833,46.1483,52.84,1.67,17.38,9.81,0.19,4.29,9.51,3.61,0.43,0.28
Diorite dike,-122.5939,46.1478,55.06,1.5,16.91,8.65,0.14,4.54,8.47,3.54,0.87,0.33
Basaltic andesite,-122.5781,46.1517,52.56,1.74,17.63,9.62,0.17,4.27,9.9,3.25,0.5,0.35
Basalt,-122.6228,46.1667,50.85,0.79,21.61,6.88,0.11,4.57,12.33,2.35,0.37,0.13
Basalt,-122.5781,46.1633,51.07,0.85,20.9,7.09,0.13,4.62,12.23,2.52,0.44,0.15
Andesite,-122.5597,46.175,58.72,1.08,17.32,6.62,0.1,4.2,6.71,4.02,0.97,0.26
Andesite,-122.5064,46.1942,60.53,0.99,16.87,6.2,0.11,3.69,6.07,3.76,1.5,0.27
Andesite,-122.5242,46.195,59.53,1.61,16.8,6.89,0.16,2.38,5.6,4.25,2.31,0.47
Andesite,-122.5542,46.2219,58.18,1.07,19.36,5.82,0.11,2.7,7.19,4.44,0.88,0.25
Basaltic andesite,-122.5472,46.2436,56.32,1.14,17.47,6.78,0.11,5.19,8.11,3.82,0.83,0.23
Basaltic andesite,-122.6206,46.2197,54.36,1.6,16.52,10,0.16,4.36,8.54,3.55,0.66,0.24
Basaltic andesite,-122.6167,46.2211,54.57,1.6,16.39,10.17,0.16,4.2,8.47,3.64,0.55,0.24
Basaltic andesite,-122.6094,46.2206,55.36,1.64,16.34,10.02,0.16,3.78,8,3.84,0.58,0.27
Basaltic andesite,-122.6061,46.2214,54.1,1.92,15.91,10.62,0.18,3.94,8.4,3.91,0.65,0.36
Basalt,-122.6025,46.2225,51.92,2.44,15.26,12.25,0.2,4.25,8.77,3.91,0.5,0.5
Andesite,-122.6203,46.2167,59.29,1.45,17.71,6.68,0.15,2.36,6,4.67,1.27,0.42
Andesite,-122.6156,46.2139,62.89,1.28,15.9,6.35,0.19,1.73,4.38,5,1.77,0.49
